model,nb_users,agent_id,run_id,percent
qwen3:14b,75,8,6,100
qwen3:14b,75,7,0,100
ministral-3:14b,10,3,8,0
qwen3:14b,100,20,1,0
qwen3:14b,25,24,1,100
qwen3:14b,75,40,8,100
qwen3:14b,75,8,9,100
qwen3:14b,100,41,0,100
ministral-3:14b,50,49,0,0
ministral-3:14b,50,20,6,0
ministral-3:14b,50,4,7,0
qwen3:14b,100,58,0,0
ministral-3:14b,100,24,1,0
gemma3:12b,100,41,9,0
ministral-3:14b,75,6,0,0
qwen3:14b,100,20,7,0
gemma3:12b,50,11,7,0
qwen3:14b,100,93,2,100
ministral-3:14b,100,65,7,0
qwen3:14b,75,38,4,0
ministral-3:14b,100,50,6,0
qwen3:14b,75,20,5,0
qwen3:14b,75,36,3,0
gemma3:12b,100,42,8,0
ministral-3:14b,75,15,1,0
ministral-3:14b,100,42,9,100
qwen3:14b,100,14,3,100
qwen3:14b,50,44,7,100
ministral-3:14b,25,9,0,0
ministral-3:14b,100,81,6,0
ministral-3:14b,100,7,7,0
ministral-3:14b,50,36,2,0
gemma3:12b,75,70,7,0
ministral-3:14b,75,16,5,0
qwen3:14b,100,16,8,100
ministral-3:14b,75,41,7,0
qwen3:14b,100,48,3,0
gemma3:12b,25,5,0,0
ministral-3:14b,75,36,4,0
ministral-3:14b,75,9,9,0
gemma3:12b,50,7,6,0
ministral-3:14b,100,2,9,0
gemma3:12b,75,45,2,0
ministral-3:14b,100,85,2,100
gemma3:12b,50,49,5,0
qwen3:14b,100,24,8,100
ministral-3:14b,100,85,6,0
gemma3:12b,25,24,7,0
gemma3:12b,75,9,9,0
qwen3:14b,25,9,2,100
gemma3:12b,100,18,5,0
gemma3:12b,10,1,2,100
ministral-3:14b,10,6,1,0
qwen3:14b,75,72,1,0
qwen3:14b,75,16,8,0
ministral-3:14b,50,1,0,0
qwen3:14b,100,45,9,0
gemma3:12b,100,87,9,100
gemma3:12b,50,46,6,0
qwen3:14b,75,68,6,0
qwen3:14b,50,12,0,100
gemma3:12b,25,21,9,100
qwen3:14b,75,46,1,0
qwen3:14b,75,72,3,100
ministral-3:14b,75,25,3,100
gemma3:12b,25,14,9,100
gemma3:12b,75,37,9,0
gemma3:12b,50,40,3,0
ministral-3:14b,75,29,2,0
ministral-3:14b,25,10,9,0
gemma3:12b,75,71,9,0
ministral-3:14b,100,91,8,0
ministral-3:14b,100,5,1,0
gemma3:12b,100,67,9,0
qwen3:14b,100,30,8,100
ministral-3:14b,75,5,1,0
qwen3:14b,75,34,1,100
ministral-3:14b,100,84,1,0
ministral-3:14b,75,5,0,100
qwen3:14b,100,28,0,0
qwen3:14b,100,51,3,0
ministral-3:14b,25,14,8,0
ministral-3:14b,25,24,4,0
ministral-3:14b,75,22,2,0
qwen3:14b,75,63,3,100
gemma3:12b,50,35,7,0
ministral-3:14b,100,24,2,100
qwen3:14b,75,10,3,100
gemma3:12b,25,24,3,100
qwen3:14b,75,26,4,0
ministral-3:14b,75,71,5,0
gemma3:12b,75,2,2,0
ministral-3:14b,100,54,0,0
qwen3:14b,75,70,1,0
gemma3:12b,100,55,3,100
qwen3:14b,100,49,2,100
gemma3:12b,100,50,7,0
ministral-3:14b,100,90,0,0
gemma3:12b,100,3,7,0
qwen3:14b,50,37,9,0
ministral-3:14b,100,17,9,0
ministral-3:14b,100,6,0,0
ministral-3:14b,100,81,8,0
ministral-3:14b,100,26,9,0
ministral-3:14b,50,23,6,100
ministral-3:14b,75,8,1,0
qwen3:14b,50,5,7,100
qwen3:14b,25,9,7,0
gemma3:12b,50,44,0,100
qwen3:14b,100,21,2,0
ministral-3:14b,100,68,8,100
qwen3:14b,75,29,1,0
qwen3:14b,25,2,9,100
qwen3:14b,100,38,8,100
gemma3:12b,100,53,6,0
gemma3:12b,50,20,9,100
qwen3:14b,50,18,9,0
ministral-3:14b,25,8,2,0
qwen3:14b,50,29,2,0
gemma3:12b,25,8,7,0
gemma3:12b,75,47,9,0
gemma3:12b,75,19,1,0
gemma3:12b,75,28,7,0
qwen3:14b,75,56,0,100
gemma3:12b,100,16,0,100
ministral-3:14b,50,22,7,0
gemma3:12b,75,72,9,0
gemma3:12b,10,3,8,0
gemma3:12b,100,61,5,100
ministral-3:14b,100,48,4,0
qwen3:14b,50,46,0,0
qwen3:14b,25,23,8,0
ministral-3:14b,100,66,0,0
qwen3:14b,100,33,7,0
gemma3:12b,100,26,1,100
gemma3:12b,75,44,8,0
gemma3:12b,100,61,6,0
qwen3:14b,75,71,4,100
ministral-3:14b,100,25,5,0
ministral-3:14b,75,0,7,0
gemma3:12b,100,35,5,0
gemma3:12b,50,1,1,0
gemma3:12b,25,18,2,100
ministral-3:14b,100,41,4,0
gemma3:12b,100,83,1,0
gemma3:12b,100,48,5,100
qwen3:14b,25,6,4,100
qwen3:14b,75,25,0,0
gemma3:12b,75,57,8,0
gemma3:12b,50,31,9,100
ministral-3:14b,100,33,1,0
ministral-3:14b,50,41,1,0
gemma3:12b,25,22,0,0
ministral-3:14b,50,1,9,0
ministral-3:14b,100,33,0,0
gemma3:12b,75,24,1,100
qwen3:14b,75,46,6,100
ministral-3:14b,10,7,6,0
gemma3:12b,75,56,9,0
gemma3:12b,10,9,0,0
qwen3:14b,75,39,5,100
ministral-3:14b,100,68,0,0
ministral-3:14b,100,84,6,0
ministral-3:14b,50,31,5,0
qwen3:14b,100,17,9,0
ministral-3:14b,100,35,0,0
gemma3:12b,100,59,0,100
qwen3:14b,25,18,7,0
qwen3:14b,75,11,8,100
gemma3:12b,75,15,0,0
qwen3:14b,100,40,4,100
gemma3:12b,75,39,1,100
gemma3:12b,100,45,9,0
qwen3:14b,50,43,4,100
qwen3:14b,100,53,2,100
qwen3:14b,100,49,1,100
qwen3:14b,75,33,3,100
qwen3:14b,100,55,7,0
qwen3:14b,100,14,0,0
qwen3:14b,75,38,1,100
ministral-3:14b,100,80,8,100
qwen3:14b,100,86,7,0
qwen3:14b,25,1,6,0
gemma3:12b,50,16,4,0
qwen3:14b,100,28,3,0
ministral-3:14b,100,91,9,0
ministral-3:14b,75,14,1,0
gemma3:12b,50,2,0,0
ministral-3:14b,100,99,3,100
ministral-3:14b,50,37,9,0
gemma3:12b,50,34,1,0
qwen3:14b,10,5,0,0
gemma3:12b,1,0,1,0
gemma3:12b,100,64,4,0
gemma3:12b,75,40,7,0
gemma3:12b,75,37,1,0
qwen3:14b,50,30,9,0
gemma3:12b,75,67,3,0
ministral-3:14b,25,20,7,0
qwen3:14b,50,44,6,0
ministral-3:14b,100,49,3,0
qwen3:14b,75,49,7,100
qwen3:14b,100,71,7,0
ministral-3:14b,100,19,0,0
qwen3:14b,50,42,3,100
ministral-3:14b,100,41,7,0
qwen3:14b,50,27,4,100
ministral-3:14b,50,1,4,0
qwen3:14b,50,20,7,0
gemma3:12b,100,24,8,0
qwen3:14b,75,64,4,0
gemma3:12b,75,37,3,0
gemma3:12b,50,48,2,0
ministral-3:14b,50,3,4,0
ministral-3:14b,50,10,1,0
gemma3:12b,75,56,4,100
qwen3:14b,75,41,0,0
ministral-3:14b,75,37,5,0
qwen3:14b,50,5,6,0
gemma3:12b,100,91,2,0
gemma3:12b,100,25,7,0
qwen3:14b,25,20,5,100
gemma3:12b,100,6,7,100
gemma3:12b,25,0,9,100
gemma3:12b,100,48,8,0
gemma3:12b,50,22,3,0
qwen3:14b,100,82,3,0
ministral-3:14b,10,7,7,0
ministral-3:14b,75,35,4,0
gemma3:12b,75,48,6,0
gemma3:12b,100,40,4,0
gemma3:12b,25,20,0,0
ministral-3:14b,100,56,5,0
gemma3:12b,100,86,1,0
ministral-3:14b,100,93,6,0
ministral-3:14b,100,75,9,0
ministral-3:14b,100,41,5,0
gemma3:12b,50,35,6,0
qwen3:14b,75,21,7,100
qwen3:14b,25,7,6,0
gemma3:12b,75,62,0,0
ministral-3:14b,75,44,8,100
ministral-3:14b,100,83,4,0
qwen3:14b,100,99,2,100
gemma3:12b,100,99,4,100
ministral-3:14b,25,10,1,0
qwen3:14b,100,15,5,0
ministral-3:14b,100,6,1,0
gemma3:12b,100,94,9,100
qwen3:14b,75,52,3,100
gemma3:12b,50,30,0,100
gemma3:12b,75,24,9,0
qwen3:14b,100,4,0,0
ministral-3:14b,75,9,8,100
gemma3:12b,50,7,1,0
qwen3:14b,100,96,8,100
ministral-3:14b,25,7,2,0
ministral-3:14b,50,44,9,0
ministral-3:14b,100,97,9,0
ministral-3:14b,100,42,1,0
qwen3:14b,75,42,9,100
qwen3:14b,75,40,3,100
qwen3:14b,75,44,5,0
ministral-3:14b,100,1,4,100
qwen3:14b,10,9,6,0
ministral-3:14b,25,20,5,0
ministral-3:14b,50,28,9,0
qwen3:14b,100,96,7,0
ministral-3:14b,75,4,4,0
gemma3:12b,75,22,0,0
qwen3:14b,50,7,3,100
ministral-3:14b,100,18,0,100
qwen3:14b,75,51,2,0
qwen3:14b,50,25,2,0
gemma3:12b,25,16,8,0
qwen3:14b,75,37,0,0
qwen3:14b,25,20,4,100
gemma3:12b,100,4,0,100
qwen3:14b,75,52,4,0
qwen3:14b,100,31,6,100
qwen3:14b,75,11,6,0
qwen3:14b,50,24,7,100
ministral-3:14b,75,55,6,0
gemma3:12b,75,71,6,0
ministral-3:14b,25,6,7,0
ministral-3:14b,100,34,9,0
ministral-3:14b,25,22,2,0
ministral-3:14b,75,68,6,0
gemma3:12b,50,23,3,0
gemma3:12b,100,3,3,0
gemma3:12b,75,40,8,0
ministral-3:14b,100,65,4,0
ministral-3:14b,100,44,6,0
ministral-3:14b,50,44,4,0
ministral-3:14b,10,2,5,0
ministral-3:14b,50,4,8,0
gemma3:12b,75,61,5,0
qwen3:14b,100,95,8,0
ministral-3:14b,75,53,2,0
gemma3:12b,100,51,4,0
qwen3:14b,10,5,9,0
gemma3:12b,100,78,6,0
gemma3:12b,1,0,4,0
gemma3:12b,100,75,8,0
gemma3:12b,100,32,5,100
qwen3:14b,50,26,4,0
qwen3:14b,100,83,3,0
gemma3:12b,50,37,1,0
ministral-3:14b,75,60,6,0
ministral-3:14b,75,13,8,0
gemma3:12b,100,17,2,0
qwen3:14b,100,29,7,0
qwen3:14b,50,49,6,0
qwen3:14b,75,26,8,0
ministral-3:14b,100,5,9,100
gemma3:12b,50,34,5,0
ministral-3:14b,75,7,6,0
qwen3:14b,100,58,3,0
ministral-3:14b,50,1,3,0
gemma3:12b,100,94,3,0
ministral-3:14b,100,11,9,0
gemma3:12b,75,47,5,100
gemma3:12b,75,60,0,0
gemma3:12b,25,23,5,100
qwen3:14b,100,64,4,100
gemma3:12b,100,48,0,100
qwen3:14b,75,60,1,0
ministral-3:14b,100,91,6,0
gemma3:12b,100,2,0,100
ministral-3:14b,50,12,4,0
ministral-3:14b,75,23,5,0
gemma3:12b,100,88,5,0
ministral-3:14b,100,18,4,100
gemma3:12b,100,29,5,100
ministral-3:14b,75,21,4,0
gemma3:12b,100,88,4,0
qwen3:14b,100,17,0,0
gemma3:12b,100,21,5,100
ministral-3:14b,100,33,7,0
ministral-3:14b,50,41,4,0
gemma3:12b,100,96,0,100
qwen3:14b,100,77,1,100
qwen3:14b,25,10,6,100
ministral-3:14b,10,9,7,0
ministral-3:14b,50,11,3,0
qwen3:14b,100,85,3,100
ministral-3:14b,100,71,8,0
ministral-3:14b,10,0,5,100
qwen3:14b,75,69,1,0
gemma3:12b,50,32,1,0
gemma3:12b,100,67,1,0
ministral-3:14b,50,28,8,0
qwen3:14b,25,9,1,0
ministral-3:14b,25,24,8,100
qwen3:14b,100,40,1,100
ministral-3:14b,50,28,5,0
qwen3:14b,50,11,7,100
gemma3:12b,100,59,8,0
gemma3:12b,25,1,3,100
gemma3:12b,50,10,5,0
qwen3:14b,75,39,0,100
qwen3:14b,75,62,7,0
qwen3:14b,100,74,6,0
qwen3:14b,100,56,6,100
qwen3:14b,75,42,4,0
gemma3:12b,100,70,6,0
qwen3:14b,75,0,3,100
ministral-3:14b,50,19,6,0
gemma3:12b,50,31,2,0
ministral-3:14b,100,86,6,100
qwen3:14b,10,0,1,0
ministral-3:14b,100,52,3,0
gemma3:12b,75,16,2,0
qwen3:14b,100,27,0,0
qwen3:14b,75,43,6,100
gemma3:12b,75,47,8,0
ministral-3:14b,100,26,4,0
ministral-3:14b,100,29,0,0
ministral-3:14b,100,66,8,0
qwen3:14b,10,4,8,100
qwen3:14b,25,11,9,100
gemma3:12b,75,73,5,0
qwen3:14b,75,25,7,0
qwen3:14b,100,86,6,0
gemma3:12b,100,36,4,0
qwen3:14b,50,23,0,100
ministral-3:14b,25,1,3,0
qwen3:14b,10,6,1,0
ministral-3:14b,50,17,3,0
gemma3:12b,75,14,0,0
ministral-3:14b,50,38,4,0
qwen3:14b,100,68,0,100
ministral-3:14b,10,8,7,0
ministral-3:14b,75,9,2,0
gemma3:12b,75,25,3,0
qwen3:14b,10,4,9,0
ministral-3:14b,50,0,2,0
qwen3:14b,25,19,1,100
qwen3:14b,25,18,3,100
gemma3:12b,25,7,0,0
ministral-3:14b,50,15,1,0
ministral-3:14b,50,11,1,0
gemma3:12b,100,34,3,0
qwen3:14b,100,95,7,0
qwen3:14b,75,59,9,0
qwen3:14b,100,70,2,100
ministral-3:14b,100,83,2,0
qwen3:14b,50,10,2,0
qwen3:14b,75,42,6,100
gemma3:12b,75,61,4,100
gemma3:12b,100,74,1,0
qwen3:14b,75,0,6,100
ministral-3:14b,50,35,9,0
gemma3:12b,100,24,9,0
qwen3:14b,100,49,3,0
ministral-3:14b,25,4,5,100
gemma3:12b,75,69,4,100
ministral-3:14b,75,45,9,0
ministral-3:14b,100,49,6,100
ministral-3:14b,50,6,8,0
qwen3:14b,75,45,6,100
ministral-3:14b,75,54,0,0
gemma3:12b,50,17,0,100
ministral-3:14b,100,46,5,0
gemma3:12b,50,4,9,100
ministral-3:14b,25,17,3,0
qwen3:14b,100,62,9,100
gemma3:12b,75,44,3,0
gemma3:12b,100,33,8,100
qwen3:14b,75,8,3,100
ministral-3:14b,100,73,8,0
ministral-3:14b,25,13,5,0
qwen3:14b,50,44,3,100
gemma3:12b,75,1,6,100
gemma3:12b,75,28,2,0
gemma3:12b,100,61,1,0
gemma3:12b,100,63,0,0
qwen3:14b,50,48,7,100
ministral-3:14b,25,1,4,0
gemma3:12b,100,10,6,0
qwen3:14b,100,79,3,0
gemma3:12b,100,39,0,100
qwen3:14b,25,21,3,100
ministral-3:14b,100,11,0,0
qwen3:14b,100,12,2,0
ministral-3:14b,75,18,4,0
ministral-3:14b,75,54,5,0
ministral-3:14b,75,66,5,0
qwen3:14b,75,26,5,100
qwen3:14b,75,3,6,100
gemma3:12b,50,6,2,0
gemma3:12b,100,2,9,100
qwen3:14b,75,17,3,100
ministral-3:14b,25,20,8,0
gemma3:12b,100,39,4,0
gemma3:12b,75,39,5,0
gemma3:12b,100,17,6,0
qwen3:14b,75,47,2,100
ministral-3:14b,75,35,5,0
qwen3:14b,100,85,6,0
gemma3:12b,75,46,9,0
gemma3:12b,25,21,8,0
qwen3:14b,75,32,2,100
qwen3:14b,100,35,6,100
qwen3:14b,100,13,8,100
ministral-3:14b,100,27,2,0
qwen3:14b,100,4,7,0
qwen3:14b,100,95,4,100
ministral-3:14b,100,89,6,100
qwen3:14b,100,99,0,100
gemma3:12b,100,85,9,100
ministral-3:14b,100,81,7,0
gemma3:12b,100,91,7,0
qwen3:14b,100,27,7,100
qwen3:14b,100,13,9,0
ministral-3:14b,75,49,5,100
gemma3:12b,100,55,5,0
gemma3:12b,75,63,3,0
qwen3:14b,50,13,4,0
qwen3:14b,75,18,8,0
ministral-3:14b,75,15,5,100
gemma3:12b,100,82,5,0
qwen3:14b,50,18,4,100
gemma3:12b,50,32,3,0
qwen3:14b,75,9,4,0
ministral-3:14b,75,70,8,0
gemma3:12b,75,26,3,0
qwen3:14b,75,71,7,0
ministral-3:14b,10,4,0,0
ministral-3:14b,100,20,8,0
gemma3:12b,100,24,4,0
gemma3:12b,75,55,1,0
qwen3:14b,100,2,4,0
ministral-3:14b,50,6,3,0
ministral-3:14b,75,38,9,0
qwen3:14b,50,34,1,0
ministral-3:14b,100,57,6,0
ministral-3:14b,100,33,5,0
gemma3:12b,100,85,1,0
gemma3:12b,50,15,9,100
gemma3:12b,100,14,3,0
qwen3:14b,100,88,4,100
gemma3:12b,100,91,5,0
qwen3:14b,100,57,1,0
ministral-3:14b,75,67,0,100
ministral-3:14b,75,71,9,0
ministral-3:14b,75,24,0,100
gemma3:12b,75,0,4,0
ministral-3:14b,100,39,8,0
qwen3:14b,75,17,8,0
gemma3:12b,100,13,6,0
qwen3:14b,100,15,4,100
gemma3:12b,75,32,2,0
qwen3:14b,100,11,5,0
ministral-3:14b,10,5,2,0
gemma3:12b,100,2,2,0
ministral-3:14b,25,13,1,100
gemma3:12b,50,27,8,0
gemma3:12b,100,79,9,100
qwen3:14b,75,3,9,100
qwen3:14b,50,1,6,100
ministral-3:14b,100,57,5,0
gemma3:12b,100,8,3,0
ministral-3:14b,75,54,3,0
ministral-3:14b,100,7,3,0
qwen3:14b,25,22,8,0
ministral-3:14b,75,59,2,0
gemma3:12b,50,49,0,100
qwen3:14b,100,32,5,0
qwen3:14b,100,79,0,100
ministral-3:14b,100,33,8,0
ministral-3:14b,75,14,8,0
gemma3:12b,75,68,6,0
gemma3:12b,25,12,5,100
gemma3:12b,10,8,2,0
gemma3:12b,50,28,7,0
qwen3:14b,10,8,8,0
gemma3:12b,100,6,8,0
gemma3:12b,100,71,9,0
ministral-3:14b,75,24,3,0
gemma3:12b,75,35,1,0
gemma3:12b,50,11,9,100
qwen3:14b,25,16,4,100
gemma3:12b,100,24,6,0
gemma3:12b,10,4,0,0
qwen3:14b,75,40,2,0
gemma3:12b,25,22,3,100
ministral-3:14b,100,78,2,0
ministral-3:14b,50,27,8,0
qwen3:14b,100,88,3,100
ministral-3:14b,100,95,1,0
ministral-3:14b,75,7,0,0
qwen3:14b,75,32,8,100
ministral-3:14b,75,59,6,100
gemma3:12b,25,20,2,100
gemma3:12b,100,37,5,0
qwen3:14b,100,43,7,0
ministral-3:14b,50,12,0,0
qwen3:14b,75,31,4,0
gemma3:12b,10,9,2,0
gemma3:12b,100,88,3,100
ministral-3:14b,75,5,6,0
ministral-3:14b,100,63,2,100
gemma3:12b,75,15,8,0
ministral-3:14b,100,98,5,0
qwen3:14b,75,51,9,0
qwen3:14b,75,31,8,100
gemma3:12b,50,44,5,0
ministral-3:14b,25,3,8,0
qwen3:14b,75,40,4,100
gemma3:12b,75,42,2,0
ministral-3:14b,100,50,7,0
gemma3:12b,100,40,7,0
ministral-3:14b,100,80,3,0
ministral-3:14b,50,10,9,0
ministral-3:14b,100,24,8,0
gemma3:12b,50,32,2,0
gemma3:12b,75,27,4,0
gemma3:12b,100,94,5,0
gemma3:12b,100,88,0,0
gemma3:12b,10,3,3,0
qwen3:14b,50,46,1,0
qwen3:14b,50,12,6,100
qwen3:14b,100,31,0,0
qwen3:14b,75,42,3,0
gemma3:12b,100,65,5,0
gemma3:12b,50,48,0,100
ministral-3:14b,75,33,3,0
gemma3:12b,50,2,7,0
ministral-3:14b,50,3,6,100
qwen3:14b,10,3,3,0
ministral-3:14b,100,30,3,0
gemma3:12b,75,51,3,0
ministral-3:14b,75,23,0,0
qwen3:14b,25,10,4,100
qwen3:14b,75,64,6,0
ministral-3:14b,75,40,7,0
gemma3:12b,75,27,5,0
gemma3:12b,100,73,7,0
ministral-3:14b,75,6,4,100
ministral-3:14b,100,26,6,0
gemma3:12b,50,42,2,0
ministral-3:14b,100,93,7,0
qwen3:14b,100,30,1,0
qwen3:14b,50,38,4,100
gemma3:12b,100,62,2,0
qwen3:14b,75,41,1,100
gemma3:12b,75,14,3,0
ministral-3:14b,100,37,4,0
ministral-3:14b,100,22,5,0
qwen3:14b,50,39,8,100
qwen3:14b,100,20,3,100
qwen3:14b,100,49,7,0
qwen3:14b,75,62,5,100
qwen3:14b,50,43,6,0
qwen3:14b,100,52,7,100
gemma3:12b,100,86,9,0
qwen3:14b,100,13,6,0
qwen3:14b,10,6,5,0
gemma3:12b,25,0,4,100
gemma3:12b,50,17,3,100
gemma3:12b,50,38,6,100
gemma3:12b,75,49,6,100
qwen3:14b,10,6,3,0
gemma3:12b,100,23,9,0
gemma3:12b,75,17,9,0
qwen3:14b,75,44,7,0
ministral-3:14b,100,40,7,0
ministral-3:14b,75,69,5,0
gemma3:12b,75,29,8,0
ministral-3:14b,100,48,1,0
ministral-3:14b,75,52,8,0
gemma3:12b,75,44,7,0
ministral-3:14b,100,65,0,0
ministral-3:14b,25,10,2,0
gemma3:12b,25,11,7,0
ministral-3:14b,75,36,7,100
gemma3:12b,75,41,8,100
ministral-3:14b,75,32,4,0
gemma3:12b,100,86,2,0
ministral-3:14b,10,7,2,100
gemma3:12b,10,2,8,0
ministral-3:14b,100,93,4,0
gemma3:12b,100,57,1,0
gemma3:12b,25,4,0,0
ministral-3:14b,50,43,8,0
gemma3:12b,100,9,5,100
gemma3:12b,100,54,3,100
ministral-3:14b,10,0,1,0
qwen3:14b,100,66,5,100
qwen3:14b,75,23,6,0
gemma3:12b,100,77,6,0
qwen3:14b,75,5,5,0
qwen3:14b,100,38,4,100
ministral-3:14b,75,40,3,0
gemma3:12b,75,15,3,0
qwen3:14b,100,31,7,0
ministral-3:14b,75,71,4,0
ministral-3:14b,100,52,5,0
gemma3:12b,75,68,4,100
qwen3:14b,100,74,2,100
qwen3:14b,75,58,1,0
gemma3:12b,100,16,9,100
gemma3:12b,100,11,9,0
ministral-3:14b,75,36,8,0
qwen3:14b,50,35,6,100
ministral-3:14b,50,42,3,0
qwen3:14b,25,14,7,100
ministral-3:14b,10,3,1,0
gemma3:12b,100,63,1,100
gemma3:12b,50,16,3,100
ministral-3:14b,75,55,1,100
qwen3:14b,25,4,3,100
gemma3:12b,75,67,5,0
qwen3:14b,100,50,8,100
qwen3:14b,75,19,2,0
ministral-3:14b,100,15,6,100
gemma3:12b,100,13,8,0
qwen3:14b,100,22,3,0
gemma3:12b,100,3,0,100
qwen3:14b,75,9,6,100
ministral-3:14b,75,42,7,100
ministral-3:14b,100,48,9,100
ministral-3:14b,50,34,8,0
qwen3:14b,75,38,9,0
ministral-3:14b,100,13,8,0
gemma3:12b,25,4,2,100
qwen3:14b,10,7,6,0
ministral-3:14b,75,37,0,0
qwen3:14b,75,45,2,0
gemma3:12b,100,50,5,100
gemma3:12b,50,43,3,0
qwen3:14b,100,35,1,0
ministral-3:14b,25,22,6,100
qwen3:14b,100,5,1,0
ministral-3:14b,50,34,7,0
qwen3:14b,100,95,0,100
gemma3:12b,75,60,7,0
qwen3:14b,10,4,4,0
qwen3:14b,100,29,6,100
qwen3:14b,75,6,8,0
ministral-3:14b,100,23,2,0
ministral-3:14b,50,36,4,0
qwen3:14b,75,56,2,0
gemma3:12b,25,15,4,100
ministral-3:14b,100,79,2,0
gemma3:12b,100,10,5,100
gemma3:12b,75,32,5,0
ministral-3:14b,75,2,0,0
gemma3:12b,100,56,5,0
qwen3:14b,100,80,1,100
gemma3:12b,100,76,7,0
gemma3:12b,100,43,2,0
gemma3:12b,75,68,2,0
qwen3:14b,100,18,0,0
qwen3:14b,100,74,9,0
gemma3:12b,75,7,7,0
ministral-3:14b,75,55,3,0
gemma3:12b,50,22,1,0
qwen3:14b,75,28,6,100
gemma3:12b,100,73,2,0
ministral-3:14b,100,75,0,0
gemma3:12b,50,19,5,0
gemma3:12b,25,16,3,100
qwen3:14b,100,97,1,0
ministral-3:14b,25,10,0,0
ministral-3:14b,100,58,4,0
gemma3:12b,100,96,5,0
ministral-3:14b,100,99,0,0
gemma3:12b,50,29,5,0
gemma3:12b,75,40,2,0
qwen3:14b,75,67,4,0
gemma3:12b,75,70,4,100
gemma3:12b,100,58,1,100
gemma3:12b,25,2,0,0
qwen3:14b,100,78,7,0
qwen3:14b,100,68,8,0
qwen3:14b,100,72,6,0
gemma3:12b,50,37,3,0
gemma3:12b,100,19,8,0
qwen3:14b,75,42,0,0
gemma3:12b,100,37,7,0
ministral-3:14b,75,6,1,0
ministral-3:14b,50,7,4,0
gemma3:12b,25,0,1,0
gemma3:12b,75,71,3,0
gemma3:12b,100,54,2,0
qwen3:14b,10,4,7,0
qwen3:14b,25,17,4,100
qwen3:14b,25,19,8,0
qwen3:14b,25,10,0,100
qwen3:14b,50,14,3,100
ministral-3:14b,100,56,6,100
gemma3:12b,100,75,3,0
qwen3:14b,100,5,3,0
gemma3:12b,100,8,6,0
ministral-3:14b,75,9,3,0
ministral-3:14b,50,27,0,0
qwen3:14b,25,8,4,100
qwen3:14b,75,31,7,100
qwen3:14b,100,63,3,0
qwen3:14b,100,89,5,0
gemma3:12b,50,3,3,0
ministral-3:14b,100,55,3,0
ministral-3:14b,100,33,3,100
gemma3:12b,75,27,7,0
ministral-3:14b,100,29,9,0
gemma3:12b,25,1,0,0
ministral-3:14b,50,16,2,0
gemma3:12b,75,3,8,0
gemma3:12b,100,9,9,0
qwen3:14b,100,98,7,0
gemma3:12b,100,61,9,0
qwen3:14b,50,12,4,0
gemma3:12b,100,18,1,100
ministral-3:14b,100,31,1,0
ministral-3:14b,75,12,6,0
ministral-3:14b,100,87,1,0
ministral-3:14b,75,25,0,0
gemma3:12b,25,4,4,100
qwen3:14b,50,27,9,0
ministral-3:14b,75,38,2,0
gemma3:12b,100,44,7,0
gemma3:12b,100,98,3,100
qwen3:14b,100,87,4,100
qwen3:14b,100,85,5,100
gemma3:12b,50,21,4,0
ministral-3:14b,25,8,6,0
ministral-3:14b,100,61,6,0
gemma3:12b,100,26,3,0
qwen3:14b,75,20,7,100
qwen3:14b,50,14,7,100
gemma3:12b,100,12,8,0
ministral-3:14b,75,42,0,0
qwen3:14b,75,2,4,0
gemma3:12b,75,23,3,0
ministral-3:14b,50,11,6,0
ministral-3:14b,100,73,9,0
gemma3:12b,100,72,5,0
qwen3:14b,75,0,8,100
qwen3:14b,100,19,2,0
qwen3:14b,75,35,9,0
gemma3:12b,100,1,4,0
qwen3:14b,25,15,1,100
gemma3:12b,100,48,2,0
gemma3:12b,100,13,9,0
gemma3:12b,10,3,1,0
qwen3:14b,100,14,7,0
gemma3:12b,75,70,1,0
ministral-3:14b,50,8,8,0
ministral-3:14b,100,28,3,0
ministral-3:14b,25,7,9,0
gemma3:12b,100,17,0,100
qwen3:14b,50,34,6,0
ministral-3:14b,100,90,6,0
gemma3:12b,75,37,0,0
qwen3:14b,75,30,8,100
ministral-3:14b,100,82,3,0
ministral-3:14b,75,60,8,0
gemma3:12b,75,22,7,0
gemma3:12b,25,9,8,0
qwen3:14b,50,25,8,0
ministral-3:14b,75,40,9,100
ministral-3:14b,75,66,9,0
ministral-3:14b,100,62,3,100
ministral-3:14b,50,40,9,0
ministral-3:14b,100,65,3,0
ministral-3:14b,100,15,0,0
gemma3:12b,75,29,9,0
gemma3:12b,75,26,1,100
ministral-3:14b,100,97,1,0
ministral-3:14b,50,45,9,0
gemma3:12b,50,34,8,0
qwen3:14b,50,26,3,100
gemma3:12b,1,0,8,0
qwen3:14b,50,42,1,0
qwen3:14b,25,21,5,0
ministral-3:14b,75,11,3,0
qwen3:14b,50,27,6,0
ministral-3:14b,100,0,7,0
gemma3:12b,100,69,1,0
gemma3:12b,10,7,3,0
qwen3:14b,25,2,8,0
qwen3:14b,25,3,5,0
ministral-3:14b,100,31,3,0
ministral-3:14b,100,65,5,100
ministral-3:14b,75,12,5,0
gemma3:12b,50,27,2,0
ministral-3:14b,25,3,0,0
gemma3:12b,10,4,1,0
gemma3:12b,75,64,9,0
ministral-3:14b,50,48,1,0
gemma3:12b,75,58,5,0
ministral-3:14b,75,18,8,0
gemma3:12b,50,42,1,0
gemma3:12b,100,72,8,0
